上位のページ,クリック数,表示回数,CTR,掲載順位
https://www.dearmanga.com/slice-of-life/aggretsuko,0,6,0%,66.33
https://www.dearmanga.com/action/dirty-pair,0,6,0%,71.33
https://www.dearmanga.com/sci-fi/choujin-locke,0,5,0%,4.6
https://www.dearmanga.com/slice-of-life/flower-of-life,0,5,0%,5
https://www.dearmanga.com/horror/blood-c,0,5,0%,5.2
https://www.dearmanga.com/action/peacock-king,0,5,0%,5.4
https://www.dearmanga.com/romance/peach-heaven,0,5,0%,5.6
https://www.dearmanga.com/slice-of-life/hozuki,0,5,0%,6
https://www.dearmanga.com/romance/living-game,0,5,0%,6.4
https://www.dearmanga.com/action/daigo-of-fire,0,5,0%,7.2
https://www.dearmanga.com/romance/strobe-edge,0,5,0%,7.4
https://www.dearmanga.com/sports/yakyuukyo-no-uta,0,5,0%,7.4
https://www.dearmanga.com/fantasy/tensura-nikki,0,5,0%,8.2
https://www.dearmanga.com/sci-fi/hyakuoku-no-hiru,0,5,0%,8.2
https://www.dearmanga.com/fantasy/triton-of-the-sea,0,5,0%,8.6
https://www.dearmanga.com/historical/prince-of-the-dawn,0,5,0%,8.6
https://www.dearmanga.com/slice-of-life/showa-history,0,5,0%,8.6
https://www.dearmanga.com/romance/gaba-kawa,0,5,0%,8.8
https://www.dearmanga.com/slice-of-life/wotakoi,0,5,0%,8.8
https://www.dearmanga.com/sports/sanpei-the-fisherman,0,5,0%,8.8
https://www.dearmanga.com/sports/attack-no-1,0,5,0%,9.2
https://www.dearmanga.com/fantasy/my-in-laws-are-obsessed,0,5,0%,9.4
https://www.dearmanga.com/action/bukko-no-taku,0,5,0%,9.6
https://www.dearmanga.com/fantasy/tower-of-god,0,5,0%,9.6
https://www.dearmanga.com/slice-of-life/akebi-sailor-uniform,0,5,0%,9.6
https://www.dearmanga.com/romance/nagatoro,0,5,0%,10.4
https://www.dearmanga.com/slice-of-life/zodiac-pi,0,5,0%,11.8
https://www.dearmanga.com/romance/mink,0,5,0%,12.6
https://www.dearmanga.com/romance/yamada-kun-seven-witches,0,5,0%,15
https://www.dearmanga.com/action/fist-of-the-blue-sky,0,5,0%,15.2
https://www.dearmanga.com/fantasy/mushoku-tensei,0,5,0%,15.2
https://www.dearmanga.com/romance/phantom-dream,0,5,0%,16
https://www.dearmanga.com/action/shura-no-toki,0,5,0%,16.4
https://www.dearmanga.com/slice-of-life/with-a-dog-and-a-cat,0,5,0%,17.2
https://www.dearmanga.com/romance/ao-no-hako,0,5,0%,18
https://www.dearmanga.com/action/attack-on-titan-lost-girls,0,5,0%,18.4
https://www.dearmanga.com/action/yuyu-hakusho,0,5,0%,18.6
https://www.dearmanga.com/slice-of-life/manga-michi,0,5,0%,19
https://www.dearmanga.com/horror/berserk,0,5,0%,21.2
https://www.dearmanga.com/slice-of-life/comic-girls,0,5,0%,22.4
https://www.dearmanga.com/action/3x3-eyes,0,5,0%,23.8
https://www.dearmanga.com/action/call-of-the-night,0,5,0%,27.6
https://www.dearmanga.com/action/steel-ball-run,0,5,0%,28.6
https://www.dearmanga.com/action/kenichi-disciple,0,5,0%,31.8
https://www.dearmanga.com/romance/versailles-no-bara,0,5,0%,36.6
https://www.dearmanga.com/action/rave-master,0,5,0%,38.8
https://www.dearmanga.com/horror/bio-meat-nectar,0,5,0%,40.4
https://www.dearmanga.com/fantasy/oriko-magica,0,5,0%,42.4
https://www.dearmanga.com/sci-fi/they-were-eleven,0,5,0%,43.6
https://www.dearmanga.com/fantasy/shakugan-no-shana,0,5,0%,50
https://www.dearmanga.com/slice-of-life/golden-boy,0,5,0%,52.8
https://www.dearmanga.com/sports/yuri-on-ice,0,5,0%,55.8
https://www.dearmanga.com/romance/love-chunibyo,0,5,0%,62.4
https://www.dearmanga.com/romance/ultra-maniac,0,5,0%,63.2
https://www.dearmanga.com/historical/hidamari-no-ki,0,4,0%,2.5
https://www.dearmanga.com/historical/nobunaga-no-chef,0,4,0%,4.25
https://www.dearmanga.com/slice-of-life/sazae-san,0,4,0%,4.25
https://www.dearmanga.com/sports/welcome-to-the-ballroom,0,4,0%,5
https://www.dearmanga.com/romance/yurara,0,4,0%,5.25
https://www.dearmanga.com/action/ninku,0,4,0%,5.5
https://www.dearmanga.com/action/gto-shonan-14-days,0,4,0%,6
https://www.dearmanga.com/horror/talentless-nana,0,4,0%,6
https://www.dearmanga.com/romance/dangers-in-my-heart,0,4,0%,6.5
https://www.dearmanga.com/slice-of-life/bartender,0,4,0%,6.5
https://www.dearmanga.com/sci-fi/origin-boichi,0,4,0%,6.75
https://www.dearmanga.com/slice-of-life/always-sunset-on-third-street,0,4,0%,6.75
https://www.dearmanga.com/sports/dokaben,0,4,0%,6.75
https://www.dearmanga.com/action/otokojuku,0,4,0%,7
https://www.dearmanga.com/horror/the-flowers-of-evil,0,4,0%,7.25
https://www.dearmanga.com/sports/dai-koshien,0,4,0%,7.25
https://www.dearmanga.com/slice-of-life/chibi-maruko-chan,0,4,0%,7.5
https://www.dearmanga.com/slice-of-life/kaiji,0,4,0%,7.5
https://www.dearmanga.com/fantasy/chillin-another-world,0,4,0%,7.75
https://www.dearmanga.com/fantasy/unico,0,4,0%,7.75
https://www.dearmanga.com/fantasy/final-fantasy-lost-stranger,0,4,0%,8
https://www.dearmanga.com/action/mercenary-enrollment,0,4,0%,8.25
https://www.dearmanga.com/sci-fi/sword-art-online-progressive,0,4,0%,8.25
https://www.dearmanga.com/horror/parasyte,0,4,0%,8.75
https://www.dearmanga.com/romance/classmates,0,4,0%,8.75
https://www.dearmanga.com/romance/shikimori-not-just-a-cutie,0,4,0%,8.75
https://www.dearmanga.com/sports/dokaben-pro-yakyuhen,0,4,0%,8.75
https://www.dearmanga.com/fantasy/perman,0,4,0%,9
https://www.dearmanga.com/action/gin-to-kin,0,4,0%,9.25
https://www.dearmanga.com/romance/blue-box,0,4,0%,9.25
https://www.dearmanga.com/sports/ring-ni-kakero,0,4,0%,9.25
https://www.dearmanga.com/fantasy/reincarnated-as-sword,0,4,0%,9.5
https://www.dearmanga.com/horror/biomeat,0,4,0%,9.5
https://www.dearmanga.com/fantasy/iceblade-sorcerer,0,4,0%,10
https://www.dearmanga.com/fantasy/boku-no-son-goku,0,4,0%,10.25
https://www.dearmanga.com/sports/eyeshield-21,0,4,0%,10.25
https://www.dearmanga.com/romance/land-of-the-blindfolded,0,4,0%,11
https://www.dearmanga.com/sports/teppu,0,4,0%,12.25
https://www.dearmanga.com/slice-of-life/3-gatsu-no-lion,0,4,0%,12.5
https://www.dearmanga.com/slice-of-life/lucky-star,0,4,0%,12.75
https://www.dearmanga.com/romance/fukumenkei-noise,0,4,0%,14
https://www.dearmanga.com/slice-of-life/genshiken-nidaime,0,4,0%,14
https://www.dearmanga.com/romance/how-do-we-relationship,0,4,0%,15.5
https://www.dearmanga.com/sci-fi/lost-world-tezuka,0,4,0%,16.25
https://www.dearmanga.com/action/big-order,0,4,0%,17
https://www.dearmanga.com/slice-of-life/cooking-master-boy,0,4,0%,18
https://www.dearmanga.com/action/gamaran,0,4,0%,19
https://www.dearmanga.com/horror/girl-from-the-other-side,0,4,0%,19.5
https://www.dearmanga.com/horror/akuma-kun,0,4,0%,21.75
https://www.dearmanga.com/action/zombie-powder,0,4,0%,22
https://www.dearmanga.com/sports/ore-wa-teppei,0,4,0%,22.5
https://www.dearmanga.com/action/vinland-saga,0,4,0%,22.75
https://www.dearmanga.com/sci-fi/ghost-in-the-shell-stand-alone-complex,0,4,0%,24.75
https://www.dearmanga.com/horror/elfen-lied,0,4,0%,25
https://www.dearmanga.com/romance/candy-candy,0,4,0%,25.25
https://www.dearmanga.com/slice-of-life/ramen-discovery-legend,0,4,0%,25.25
https://www.dearmanga.com/romance/love-and-lies,0,4,0%,26.5
https://www.dearmanga.com/fantasy/no-game-no-life,0,4,0%,27
https://www.dearmanga.com/fantasy/shirahime-syo,0,4,0%,28.25
https://www.dearmanga.com/fantasy/villainess-level-99,0,4,0%,31.5
https://www.dearmanga.com/slice-of-life/barakamon,0,4,0%,31.5
https://www.dearmanga.com/sci-fi/domu,0,4,0%,32
https://www.dearmanga.com/action/kengan-ashura,0,4,0%,34
https://www.dearmanga.com/fantasy/mahou-sensei-negima,0,4,0%,36.25
https://www.dearmanga.com/fantasy/magical-pokemon-journey,0,4,0%,37.75
https://www.dearmanga.com/slice-of-life/umizaru,0,4,0%,38.5
https://www.dearmanga.com/sports/baby-steps,0,4,0%,38.5
https://www.dearmanga.com/sci-fi/8-man,0,4,0%,39.25
https://www.dearmanga.com/romance/kase-san,0,4,0%,39.5
https://www.dearmanga.com/horror/shibito-no-koe,0,4,0%,40.5
https://www.dearmanga.com/slice-of-life/gabriel-dropout,0,4,0%,43.75
https://www.dearmanga.com/romance/taiyou-no-ie,0,4,0%,44.25
https://www.dearmanga.com/romance/sora-no-otoshimono,0,4,0%,47.25
https://www.dearmanga.com/romance/gentlemens-alliance-cross,0,4,0%,50.75
https://www.dearmanga.com/sci-fi/children-of-the-whales,0,4,0%,51.5
https://www.dearmanga.com/sci-fi/look-back,0,4,0%,53
https://www.dearmanga.com/sports/kuroko-extra-game,0,4,0%,54.25
https://www.dearmanga.com/action/medaka-box,0,4,0%,56.25
https://www.dearmanga.com/fantasy/rosario-vampire,0,4,0%,60.25
https://www.dearmanga.com/fantasy/tokyo-mew-mew-new,0,4,0%,60.5
https://www.dearmanga.com/fantasy/witch-craft-works,0,4,0%,66
https://www.dearmanga.com/romance/his-and-her-circumstances,0,4,0%,66.5
https://www.dearmanga.com/romance/ichigo-100,0,4,0%,76.5
https://www.dearmanga.com/romance/paradise-kiss,0,4,0%,87.75
https://www.dearmanga.com/romance/japonesque,0,3,0%,2
https://www.dearmanga.com/sports/kyudo-kun,0,3,0%,2.33
https://www.dearmanga.com/slice-of-life/lazy-pair,0,3,0%,3
https://www.dearmanga.com/action/wild-7,0,3,0%,3.67
https://www.dearmanga.com/,0,3,0%,4
https://www.dearmanga.com/horror/master-keaton,0,3,0%,4
https://www.dearmanga.com/slice-of-life/detroit-metal-city,0,3,0%,5
https://www.dearmanga.com/horror/balbora,0,3,0%,5.67
https://www.dearmanga.com/sports/captain-manga,0,3,0%,5.67
https://www.dearmanga.com/sports/gamba-fly-high,0,3,0%,5.67
https://www.dearmanga.com/action/genocyber,0,3,0%,6
https://www.dearmanga.com/historical/ashi-girl,0,3,0%,6.33
https://www.dearmanga.com/romance/suki-dakara-suki,0,3,0%,6.67
https://www.dearmanga.com/sci-fi/flcl,0,3,0%,6.67
https://www.dearmanga.com/romance/translucent,0,3,0%,7
https://www.dearmanga.com/sci-fi/genma-taisen,0,3,0%,7.33
https://www.dearmanga.com/slice-of-life/not-love-but-delicious-foods,0,3,0%,7.33
https://www.dearmanga.com/romance/blue-spring-ride,0,3,0%,7.67
https://www.dearmanga.com/action/ayako,0,3,0%,8
https://www.dearmanga.com/action/otokozaka,0,3,0%,8
https://www.dearmanga.com/action/violence-jack,0,3,0%,8
https://www.dearmanga.com/action/classroom-of-the-elite,0,3,0%,8.33
https://www.dearmanga.com/fantasy/berserk-of-gluttony,0,3,0%,8.33
https://www.dearmanga.com/horror/blood-on-the-tracks,0,3,0%,8.33
https://www.dearmanga.com/sci-fi/liar-game,0,3,0%,8.33
https://www.dearmanga.com/slice-of-life/hayate-the-combat-butler,0,3,0%,8.33
https://www.dearmanga.com/slice-of-life/marvelous-melmo,0,3,0%,8.33
https://www.dearmanga.com/action/hakuryuu,0,3,0%,8.67
https://www.dearmanga.com/fantasy/wistoria-wand-and-sword,0,3,0%,8.67
https://www.dearmanga.com/horror/rozen-maiden,0,3,0%,8.67
https://www.dearmanga.com/slice-of-life/three-days-of-happiness,0,3,0%,8.67
https://www.dearmanga.com/romance/heart-of-thomas,0,3,0%,9
https://www.dearmanga.com/sports/inazuma-eleven,0,3,0%,9
https://www.dearmanga.com/action/fatal-fury,0,3,0%,9.33
https://www.dearmanga.com/action/tekkon-kinkreet,0,3,0%,9.67
https://www.dearmanga.com/action/the-eminence-in-shadow,0,3,0%,9.67
https://www.dearmanga.com/action/monster-musume,0,3,0%,10
https://www.dearmanga.com/romance/super-lovers,0,3,0%,10
https://www.dearmanga.com/action/otoko-ippiki-gaki-daisho,0,3,0%,10.33
https://www.dearmanga.com/horror/i-am-a-hero,0,3,0%,10.33
https://www.dearmanga.com/slice-of-life/tensai-bakabon,0,3,0%,10.67
https://www.dearmanga.com/sports/cherry-project,0,3,0%,11.67
https://www.dearmanga.com/sports/hajime-no-ippo,0,3,0%,11.67
https://www.dearmanga.com/sports/new-prince-of-tennis,0,3,0%,12
https://www.dearmanga.com/historical/hagure-kumo,0,3,0%,12.33
https://www.dearmanga.com/slice-of-life/town-of-evening-calm,0,3,0%,12.67
https://www.dearmanga.com/action/susanoo-manga,0,3,0%,13.67
https://www.dearmanga.com/fantasy/return-of-the-mount-hua-sect,0,3,0%,14
https://www.dearmanga.com/slice-of-life/eizouken,0,3,0%,14.33
https://www.dearmanga.com/romance/to-love-ru-darkness,0,3,0%,16.33
https://www.dearmanga.com/sci-fi/please-save-my-earth,0,3,0%,16.67
https://www.dearmanga.com/horror/shimauma,0,3,0%,17.67
https://www.dearmanga.com/romance/takagi-san,0,3,0%,17.67
https://www.dearmanga.com/sports/rikudo,0,3,0%,19
https://www.dearmanga.com/romance/urusei-yatsura,0,3,0%,21
https://www.dearmanga.com/sports/all-rounder-meguru,0,3,0%,21
https://www.dearmanga.com/sports/ore-tachi-no-field,0,3,0%,21.33
https://www.dearmanga.com/romance/failed-princesses,0,3,0%,22.33
https://www.dearmanga.com/sci-fi/20th-century-boys,0,3,0%,22.33
https://www.dearmanga.com/fantasy/chainsaw-man,0,3,0%,23.33
https://www.dearmanga.com/action/bleach,0,3,0%,23.67
https://www.dearmanga.com/sci-fi/terra-formars,0,3,0%,23.67
https://www.dearmanga.com/action/seraph-of-the-end,0,3,0%,25
https://www.dearmanga.com/action/mission-yozakura-family,0,3,0%,25.33
https://www.dearmanga.com/horror/the-drifting-classroom,0,3,0%,25.67
https://www.dearmanga.com/fantasy/tales-of-wedding-rings,0,3,0%,26.33
https://www.dearmanga.com/sci-fi/guyver,0,3,0%,28
https://www.dearmanga.com/fantasy/hime-chan-no-ribbon,0,3,0%,29.33
https://www.dearmanga.com/sci-fi/saikano,0,3,0%,29.33
https://www.dearmanga.com/sci-fi/babel-ii,0,3,0%,31
https://www.dearmanga.com/horror/ibitsu,0,3,0%,31.33
https://www.dearmanga.com/action/toriko,0,3,0%,32.67
https://www.dearmanga.com/fantasy/my-master-has-no-tail,0,3,0%,32.67
https://www.dearmanga.com/fantasy/the-vampire-dies-in-no-time,0,3,0%,37.67
https://www.dearmanga.com/action/uq-holder,0,3,0%,39
https://www.dearmanga.com/action/platinum-end,0,3,0%,39.67
https://www.dearmanga.com/romance/wedding-peach,0,3,0%,40.67
https://www.dearmanga.com/action/sket-dance,0,3,0%,46.33
https://www.dearmanga.com/slice-of-life/konohana-kitan,0,3,0%,46.67
https://www.dearmanga.com/sports/chihayafuru,0,3,0%,48
https://www.dearmanga.com/fantasy/buster-keel,0,3,0%,48.67
https://www.dearmanga.com/horror/dissolving-classroom,0,3,0%,50
https://www.dearmanga.com/slice-of-life/hi-score-girl,0,3,0%,50.33
https://www.dearmanga.com/slice-of-life/drops-of-god,0,3,0%,52.33
https://www.dearmanga.com/action/dragon-drive,0,3,0%,53.33
https://www.dearmanga.com/action/pokemon-adventures,0,3,0%,54
https://www.dearmanga.com/action/act-age,0,3,0%,54.67
https://www.dearmanga.com/horror/kuro-manga,0,3,0%,57.67
https://www.dearmanga.com/slice-of-life/house-of-five-leaves,0,3,0%,63
https://www.dearmanga.com/slice-of-life/himouto-umaru-chan,0,3,0%,66
https://www.dearmanga.com/slice-of-life/my-brothers-husband,0,3,0%,67.67
https://www.dearmanga.com/horror/shiki,0,3,0%,68
https://www.dearmanga.com/slice-of-life/hyouka,0,3,0%,76.67
https://www.dearmanga.com/romance/rin-ne,0,3,0%,81
https://www.dearmanga.com/historical/nobunaga-no-shinobi,0,2,0%,3
https://www.dearmanga.com/action/iron-wok-jan,0,2,0%,3.5
https://www.dearmanga.com/action/mx0-manga,0,2,0%,3.5
https://www.dearmanga.com/horror/franken-fran,0,2,0%,3.5
https://www.dearmanga.com/slice-of-life/black-jack-creators-secret,0,2,0%,3.5
https://www.dearmanga.com/fantasy/urara-meirochou,0,2,0%,4
https://www.dearmanga.com/romance/dears,0,2,0%,4
https://www.dearmanga.com/sci-fi/battle-angel-alita-last-order,0,2,0%,4
https://www.dearmanga.com/slice-of-life/golden-lucky,0,2,0%,4
https://www.dearmanga.com/romance/kimagure-orange-road,0,2,0%,4.5
https://www.dearmanga.com/romance/hot-gimmick,0,2,0%,5
https://www.dearmanga.com/action/mukobuchi,0,2,0%,5.5
https://www.dearmanga.com/action/sailor-fuku-to-kikanjuu,0,2,0%,5.5
https://www.dearmanga.com/action/toupai,0,2,0%,5.5
https://www.dearmanga.com/horror/godchild,0,2,0%,5.5
https://www.dearmanga.com/sci-fi/alien-nine,0,2,0%,5.5
https://www.dearmanga.com/slice-of-life/yokai-watch,0,2,0%,5.5
https://www.dearmanga.com/sports/five-basketball,0,2,0%,5.5
https://www.dearmanga.com/action/mar,0,2,0%,6
https://www.dearmanga.com/historical/nobunaga-concerto,0,2,0%,6
https://www.dearmanga.com/horror/kasane,0,2,0%,6
https://www.dearmanga.com/sci-fi/emanon,0,2,0%,6
https://www.dearmanga.com/action/ayakashi-triangle,0,2,0%,6.5
https://www.dearmanga.com/fantasy/in-another-world-smartphone,0,2,0%,6.5
https://www.dearmanga.com/horror/heat-buronson,0,2,0%,6.5
https://www.dearmanga.com/romance/mari-to-shingo,0,2,0%,6.5
https://www.dearmanga.com/slice-of-life/hinamatsuri,0,2,0%,6.5
https://www.dearmanga.com/slice-of-life/quest-for-the-missing-girl,0,2,0%,6.5
https://www.dearmanga.com/slice-of-life/tetsunabe-no-jan,0,2,0%,6.5
https://www.dearmanga.com/horror/ode-to-kirihito,0,2,0%,7
https://www.dearmanga.com/sci-fi/dr-stone-reboot-byakuya,0,2,0%,7
https://www.dearmanga.com/sports/swan-manga,0,2,0%,7
https://www.dearmanga.com/action/phantom-seer,0,2,0%,7.5
https://www.dearmanga.com/action/the-fable,0,2,0%,7.5
https://www.dearmanga.com/action/tomodachi-game,0,2,0%,7.5
https://www.dearmanga.com/action/zom-100,0,2,0%,7.5
https://www.dearmanga.com/fantasy/nano-machine,0,2,0%,7.5
https://www.dearmanga.com/horror/dark-gathering,0,2,0%,7.5
https://www.dearmanga.com/romance/crimson-spell,0,2,0%,7.5
https://www.dearmanga.com/slice-of-life/crayon-shin-chan,0,2,0%,7.5
https://www.dearmanga.com/action/chronicles-of-an-aristocrat,0,2,0%,8
https://www.dearmanga.com/fantasy/heroic-legend-of-arslan,0,2,0%,8
https://www.dearmanga.com/romance/chibi-vampire,0,2,0%,8
https://www.dearmanga.com/sci-fi/captain-ken,0,2,0%,8
https://www.dearmanga.com/sports/slam-dunk,0,2,0%,8
https://www.dearmanga.com/action/wild-adapter,0,2,0%,8.5
https://www.dearmanga.com/fantasy/kamakura-story,0,2,0%,8.5
https://www.dearmanga.com/horror/fort-of-apocalypse,0,2,0%,8.5
https://www.dearmanga.com/romance/bara-no-tame-ni,0,2,0%,8.5
https://www.dearmanga.com/sci-fi/darwin-game,0,2,0%,8.5
https://www.dearmanga.com/fantasy/magical-circle-guruguru,0,2,0%,9
https://www.dearmanga.com/fantasy/soul-hunter,0,2,0%,9
https://www.dearmanga.com/romance/boarding-school-juliet,0,2,0%,9
https://www.dearmanga.com/romance/suna-no-shiro,0,2,0%,9
https://www.dearmanga.com/romance/true-beauty,0,2,0%,9
https://www.dearmanga.com/sci-fi/gin-no-sankaku,0,2,0%,9
https://www.dearmanga.com/slice-of-life/isekai-izakaya,0,2,0%,9
https://www.dearmanga.com/slice-of-life/my-neighbor-seki,0,2,0%,9
https://www.dearmanga.com/action/durarara,0,2,0%,9.5
https://www.dearmanga.com/action/karate-master,0,2,0%,9.5
https://www.dearmanga.com/fantasy/accomplishments-of-the-dukes-daughter,0,2,0%,9.5
https://www.dearmanga.com/fantasy/arifureta,0,2,0%,9.5
https://www.dearmanga.com/fantasy/somali-forest-spirit,0,2,0%,9.5
https://www.dearmanga.com/romance/duke-of-death-and-his-maid,0,2,0%,9.5
https://www.dearmanga.com/romance/inu-x-boku,0,2,0%,9.5
https://www.dearmanga.com/romance/marriage-of-convenience,0,2,0%,9.5
https://www.dearmanga.com/sci-fi/brynhildr-darkness,0,2,0%,9.5
https://www.dearmanga.com/slice-of-life/sweat-and-soap,0,2,0%,9.5
https://www.dearmanga.com/sports/kamigami-no-itadaki,0,2,0%,9.5
https://www.dearmanga.com/sports/levius-est,0,2,0%,9.5
https://www.dearmanga.com/action/saint-seiya,0,2,0%,10
https://www.dearmanga.com/fantasy/red-data-girl,0,2,0%,10
https://www.dearmanga.com/romance/tokyo-tarareba-girls,0,2,0%,10
https://www.dearmanga.com/sci-fi/dominion,0,2,0%,10
https://www.dearmanga.com/slice-of-life/shonen-ashibe,0,2,0%,10
https://www.dearmanga.com/sports/dokaben-super-stars,0,2,0%,10
https://www.dearmanga.com/sports/rookies,0,2,0%,10
https://www.dearmanga.com/action/prison-school,0,2,0%,10.5
https://www.dearmanga.com/fantasy/paros-no-ken,0,2,0%,10.5
https://www.dearmanga.com/horror/innocent,0,2,0%,10.5
https://www.dearmanga.com/slice-of-life/a-certain-scientific-railgun,0,2,0%,10.5
https://www.dearmanga.com/slice-of-life/i-want-to-eat-your-pancreas,0,2,0%,10.5
https://www.dearmanga.com/slice-of-life/jarinko-chie,0,2,0%,10.5
https://www.dearmanga.com/sports/1-2-no-sanshiro,0,2,0%,10.5
https://www.dearmanga.com/sports/free-manga,0,2,0%,10.5
https://www.dearmanga.com/action/magi-sinbad,0,2,0%,11
https://www.dearmanga.com/action/ragna-crimson,0,2,0%,11
https://www.dearmanga.com/fantasy/kill-the-hero,0,2,0%,11
https://www.dearmanga.com/fantasy/the-youngest-princess,0,2,0%,11
https://www.dearmanga.com/sports/major-2nd,0,2,0%,11
https://www.dearmanga.com/fantasy/farming-life-another-world,0,2,0%,11.5
https://www.dearmanga.com/romance/the-100-girlfriends,0,2,0%,11.5
https://www.dearmanga.com/sports/haikyuu,0,2,0%,11.5
https://www.dearmanga.com/action/persona-4,0,2,0%,12
https://www.dearmanga.com/slice-of-life/one-fine-day,0,2,0%,12
https://www.dearmanga.com/action/gto-early-years,0,2,0%,13
https://www.dearmanga.com/action/chrono-crusade,0,2,0%,13.5
https://www.dearmanga.com/fantasy/time-stop-hero,0,2,0%,14
https://www.dearmanga.com/horror/after-school-nightmare,0,2,0%,14.5
https://www.dearmanga.com/slice-of-life/doraemon,0,2,0%,15
https://www.dearmanga.com/sports/beyblade,0,2,0%,17.5
https://www.dearmanga.com/historical/fuunji-tachi,0,2,0%,18
https://www.dearmanga.com/action/worst,0,2,0%,19
