上位のページ,クリック数,表示回数,CTR,掲載順位
https://www.dearmanga.com/romance/sundome,0,2,0%,19
https://www.dearmanga.com/historical/ooi-ryoma,0,2,0%,19.5
https://www.dearmanga.com/slice-of-life/machikado-mazoku,0,2,0%,20.5
https://www.dearmanga.com/action/tekken-chinmi,0,2,0%,22
https://www.dearmanga.com/romance/from-now-on-we-begin-ethics,0,2,0%,22
https://www.dearmanga.com/slice-of-life/kuishinbo,0,2,0%,22
https://www.dearmanga.com/romance/saekano,0,2,0%,23.5
https://www.dearmanga.com/romance/snow-drop,0,2,0%,24.5
https://www.dearmanga.com/sci-fi/cyborg-009,0,2,0%,24.5
https://www.dearmanga.com/romance/hana-yori-dango,0,2,0%,25
https://www.dearmanga.com/action/ginga-nagareboshi-gin,0,2,0%,26
https://www.dearmanga.com/slice-of-life/yugami-kun,0,2,0%,26
https://www.dearmanga.com/action/radiant,0,2,0%,26.5
https://www.dearmanga.com/fantasy/vision-of-escaflowne,0,2,0%,26.5
https://www.dearmanga.com/fantasy/wolf-parchment,0,2,0%,27.5
https://www.dearmanga.com/slice-of-life/nodame-cantabile,0,2,0%,27.5
https://www.dearmanga.com/fantasy/familiar-of-zero,0,2,0%,28
https://www.dearmanga.com/fantasy/requiem-rose-king,0,2,0%,28
https://www.dearmanga.com/action/chronos-ruler,0,2,0%,28.5
https://www.dearmanga.com/sci-fi/dorohedoro,0,2,0%,30.5
https://www.dearmanga.com/action/young-miss-holmes,0,2,0%,31.5
https://www.dearmanga.com/action/attack-on-titan-junior-high,0,2,0%,32
https://www.dearmanga.com/romance/the-girl-i-like-forgot-her-glasses,0,2,0%,32
https://www.dearmanga.com/sci-fi/infinite-stratos,0,2,0%,32.5
https://www.dearmanga.com/sci-fi/girls-last-tour,0,2,0%,35.5
https://www.dearmanga.com/fantasy/midnight-occult-civil-servants,0,2,0%,36.5
https://www.dearmanga.com/romance/my-bride-is-a-mermaid,0,2,0%,36.5
https://www.dearmanga.com/romance/red-river,0,2,0%,38
https://www.dearmanga.com/fantasy/black-butler,0,2,0%,38.5
https://www.dearmanga.com/fantasy/iruma-kun,0,2,0%,39.5
https://www.dearmanga.com/action/one-piece,0,2,0%,40.5
https://www.dearmanga.com/fantasy/goblin-slayer-year-one,0,2,0%,41
https://www.dearmanga.com/action/samurai-deeper-kyo,0,2,0%,41.5
https://www.dearmanga.com/fantasy/vanitas-no-carte,0,2,0%,41.5
https://www.dearmanga.com/fantasy/vermeil-in-gold,0,2,0%,41.5
https://www.dearmanga.com/romance/bloom-into-you,0,2,0%,42
https://www.dearmanga.com/sci-fi/dna2,0,2,0%,42
https://www.dearmanga.com/slice-of-life/makanai,0,2,0%,42.5
https://www.dearmanga.com/romance/kamisama-kiss,0,2,0%,43
https://www.dearmanga.com/sci-fi/thermae-romae,0,2,0%,43.5
https://www.dearmanga.com/fantasy/dragon-quest-dai,0,2,0%,44.5
https://www.dearmanga.com/romance/absolute-boyfriend,0,2,0%,46
https://www.dearmanga.com/action/ushio-and-tora,0,2,0%,47
https://www.dearmanga.com/romance/even-though-were-adults,0,2,0%,51
https://www.dearmanga.com/fantasy/trapped-in-dating-sim,0,2,0%,51.5
https://www.dearmanga.com/romance/tokyo-mew-mew,0,2,0%,51.5
https://www.dearmanga.com/slice-of-life/mangaka-san-to-assistant,0,2,0%,51.5
https://www.dearmanga.com/romance/love-hina,0,2,0%,52
https://www.dearmanga.com/sci-fi/nausicaa,0,2,0%,53
https://www.dearmanga.com/sports/ten-dance,0,2,0%,54
https://www.dearmanga.com/romance/love-so-life,0,2,0%,55.5
https://www.dearmanga.com/action/tokyo-crazy-paradise,0,2,0%,56.5
https://www.dearmanga.com/horror/my-broken-mariko,0,2,0%,62
https://www.dearmanga.com/romance/romantic-killer,0,2,0%,63.5
https://www.dearmanga.com/action/bungou-stray-dogs,0,2,0%,65.5
https://www.dearmanga.com/action/crossbone-gundam,0,2,0%,65.5
https://www.dearmanga.com/romance/daytime-shooting-star,0,2,0%,67.5
https://www.dearmanga.com/romance/full-house,0,2,0%,68
https://www.dearmanga.com/sci-fi/mahoromatic,0,2,0%,68.5
https://www.dearmanga.com/slice-of-life/encouragement-of-climb,0,2,0%,70.5
https://www.dearmanga.com/sports/major,0,2,0%,71.5
https://www.dearmanga.com/romance/anonymous-noise,0,2,0%,76
https://www.dearmanga.com/action/dr-stone,0,2,0%,77.5
https://www.dearmanga.com/fantasy/princess-tutu,0,2,0%,83
https://www.dearmanga.com/romance/sweet-blue-flowers,0,2,0%,88
https://www.dearmanga.com/action/eko-eko-azarak,0,2,0%,91
https://www.dearmanga.com/action/juncket-bank,0,1,0%,1
https://www.dearmanga.com/action/zero,0,1,0%,1
https://www.dearmanga.com/horror/nijigahara-holograph,0,1,0%,1
https://www.dearmanga.com/romance/oreshura,0,1,0%,1
https://www.dearmanga.com/romance/ultra-romantic,0,1,0%,1
https://www.dearmanga.com/sci-fi/spirit-chronicles,0,1,0%,1
https://www.dearmanga.com/slice-of-life/ryuuou-no-oshigoto,0,1,0%,1
https://www.dearmanga.com/sports/kyojin-no-hoshi,0,1,0%,1
https://www.dearmanga.com/romance/crossroad,0,1,0%,2
https://www.dearmanga.com/slice-of-life/angel-bank,0,1,0%,2
https://www.dearmanga.com/slice-of-life/metamorphose-no-engawa,0,1,0%,2
https://www.dearmanga.com/slice-of-life/witch-printing-office,0,1,0%,2
https://www.dearmanga.com/action/karakuri-circus,0,1,0%,3
https://www.dearmanga.com/fantasy/wrong-way-healing-magic,0,1,0%,3
https://www.dearmanga.com/romance/mixed-vegetables,0,1,0%,3
https://www.dearmanga.com/romance/sign-of-affection,0,1,0%,3
https://www.dearmanga.com/slice-of-life/gekiga-hyoryu,0,1,0%,3
https://www.dearmanga.com/sports/shojo-fight,0,1,0%,3
https://www.dearmanga.com/action/rokka-braves-six-flowers,0,1,0%,4
https://www.dearmanga.com/action/servamp,0,1,0%,4
https://www.dearmanga.com/fantasy/ranking-of-kings,0,1,0%,4
https://www.dearmanga.com/historical/kamui-den,0,1,0%,4
https://www.dearmanga.com/horror/dead-tube,0,1,0%,4
https://www.dearmanga.com/horror/zeni-geba,0,1,0%,4
https://www.dearmanga.com/romance/harukanaru,0,1,0%,4
https://www.dearmanga.com/romance/pretty-face,0,1,0%,4
https://www.dearmanga.com/slice-of-life/genshiken,0,1,0%,4
https://www.dearmanga.com/slice-of-life/shokuking,0,1,0%,4
https://www.dearmanga.com/sports/dotsuitare,0,1,0%,4
https://www.dearmanga.com/action/drifters,0,1,0%,5
https://www.dearmanga.com/fantasy/solo-leveling,0,1,0%,5
https://www.dearmanga.com/fantasy/welcome-to-japan-ms-elf,0,1,0%,5
https://www.dearmanga.com/horror/devils-line,0,1,0%,5
https://www.dearmanga.com/horror/litchi-hikari-club,0,1,0%,5
https://www.dearmanga.com/horror/school-live,0,1,0%,5
https://www.dearmanga.com/horror/wolfsmund,0,1,0%,5
https://www.dearmanga.com/sci-fi/accel-world,0,1,0%,5
https://www.dearmanga.com/sci-fi/dawn-of-the-witch,0,1,0%,5
https://www.dearmanga.com/slice-of-life/hidamari-sketch,0,1,0%,5
https://www.dearmanga.com/slice-of-life/maus-mizuki,0,1,0%,5
https://www.dearmanga.com/slice-of-life/onward-towards-our-noble-deaths,0,1,0%,5
https://www.dearmanga.com/sports/katsu,0,1,0%,5
https://www.dearmanga.com/action/ayashimon,0,1,0%,6
https://www.dearmanga.com/action/garouden,0,1,0%,6
https://www.dearmanga.com/action/gto-manga,0,1,0%,6
https://www.dearmanga.com/fantasy/vampire-game,0,1,0%,6
https://www.dearmanga.com/horror/king-game,0,1,0%,6
https://www.dearmanga.com/romance/alice-19th,0,1,0%,6
https://www.dearmanga.com/romance/gals,0,1,0%,6
https://www.dearmanga.com/romance/portrait-of-m-and-n,0,1,0%,6
https://www.dearmanga.com/romance/the-devil-does-exist,0,1,0%,6
https://www.dearmanga.com/romance/yellow-manga,0,1,0%,6
https://www.dearmanga.com/sci-fi/nextworld-tezuka,0,1,0%,6
https://www.dearmanga.com/sci-fi/welcome-to-nhk,0,1,0%,6
https://www.dearmanga.com/slice-of-life/blank-canvas,0,1,0%,6
https://www.dearmanga.com/slice-of-life/houchoumin-ajihei,0,1,0%,6
https://www.dearmanga.com/slice-of-life/mister-ajikko,0,1,0%,6
https://www.dearmanga.com/slice-of-life/mister-pink,0,1,0%,6
https://www.dearmanga.com/slice-of-life/utsuru-n-desu,0,1,0%,6
https://www.dearmanga.com/sports/baki,0,1,0%,6
https://www.dearmanga.com/sports/pro-golfer-saru,0,1,0%,6
https://www.dearmanga.com/action/baccano,0,1,0%,7
https://www.dearmanga.com/action/psyren,0,1,0%,7
https://www.dearmanga.com/action/tenpai,0,1,0%,7
https://www.dearmanga.com/fantasy/witch-and-the-beast,0,1,0%,7
https://www.dearmanga.com/historical/mibugishiden,0,1,0%,7
https://www.dearmanga.com/horror/flowers-of-evil,0,1,0%,7
https://www.dearmanga.com/horror/voynich-hotel,0,1,0%,7
https://www.dearmanga.com/romance/ao-chan-cant-study,0,1,0%,7
https://www.dearmanga.com/romance/our-happy-hours,0,1,0%,7
https://www.dearmanga.com/sci-fi/lone-wolf-2100,0,1,0%,7
https://www.dearmanga.com/sci-fi/yokohama-station-sf,0,1,0%,7
https://www.dearmanga.com/slice-of-life/boys-run-the-riot,0,1,0%,7
https://www.dearmanga.com/slice-of-life/gokinjo-monogatari,0,1,0%,7
https://www.dearmanga.com/slice-of-life/inside-mari,0,1,0%,7
https://www.dearmanga.com/slice-of-life/kubo-wont-let-me-be-invisible,0,1,0%,7
https://www.dearmanga.com/slice-of-life/merman-in-my-tub,0,1,0%,7
https://www.dearmanga.com/slice-of-life/non-non-biyori,0,1,0%,7
https://www.dearmanga.com/sports/giant-killing,0,1,0%,7
https://www.dearmanga.com/sports/jaja,0,1,0%,7
https://www.dearmanga.com/sports/mf-ghost,0,1,0%,7
https://www.dearmanga.com/sports/samurai-giants,0,1,0%,7
https://www.dearmanga.com/action/hunter-x-hunter,0,1,0%,8
https://www.dearmanga.com/action/im-standing-on-a-million-lives,0,1,0%,8
https://www.dearmanga.com/action/plunderer,0,1,0%,8
https://www.dearmanga.com/action/ultimo,0,1,0%,8
https://www.dearmanga.com/fantasy/demon-diary,0,1,0%,8
https://www.dearmanga.com/romance/miyuki,0,1,0%,8
https://www.dearmanga.com/romance/tsubaki-chou-lonely-planet,0,1,0%,8
https://www.dearmanga.com/sci-fi/legend-of-the-galactic-heroes,0,1,0%,8
https://www.dearmanga.com/slice-of-life/amanchu,0,1,0%,8
https://www.dearmanga.com/slice-of-life/cats-of-the-louvre,0,1,0%,8
https://www.dearmanga.com/slice-of-life/daily-lives-of-high-school-boys,0,1,0%,8
https://www.dearmanga.com/slice-of-life/ningen-konchuki,0,1,0%,8
https://www.dearmanga.com/sports/over-drive,0,1,0%,8
https://www.dearmanga.com/sports/tsurune,0,1,0%,8
https://www.dearmanga.com/action/black-god,0,1,0%,9
https://www.dearmanga.com/action/food-wars,0,1,0%,9
https://www.dearmanga.com/action/futari-taka,0,1,0%,9
https://www.dearmanga.com/action/ghost-sweeper-mikami,0,1,0%,9
https://www.dearmanga.com/action/kurokami,0,1,0%,9
https://www.dearmanga.com/action/plus-anima,0,1,0%,9
https://www.dearmanga.com/action/saiki-k,0,1,0%,9
https://www.dearmanga.com/fantasy/himitsu-no-akko-chan,0,1,0%,9
https://www.dearmanga.com/fantasy/kaibutsu-kun,0,1,0%,9
https://www.dearmanga.com/fantasy/misfit-demon-king-academy,0,1,0%,9
https://www.dearmanga.com/historical/iga-no-kagemaru,0,1,0%,9
https://www.dearmanga.com/romance/a-girl-on-the-shore,0,1,0%,9
https://www.dearmanga.com/romance/golden-time,0,1,0%,9
https://www.dearmanga.com/romance/samurai-harem,0,1,0%,9
https://www.dearmanga.com/romance/silver-diamond,0,1,0%,9
https://www.dearmanga.com/romance/tramps-like-us,0,1,0%,9
https://www.dearmanga.com/sci-fi/7-billion-needles,0,1,0%,9
https://www.dearmanga.com/sci-fi/astro-boy,0,1,0%,9
https://www.dearmanga.com/slice-of-life/blue-giant-explorer,0,1,0%,9
https://www.dearmanga.com/slice-of-life/nanairo-inko,0,1,0%,9
https://www.dearmanga.com/sports/ace-wo-nerae,0,1,0%,9
https://www.dearmanga.com/sports/dear-boys,0,1,0%,9
https://www.dearmanga.com/sports/judo-club-story,0,1,0%,9
https://www.dearmanga.com/sports/submarine-707,0,1,0%,9
https://www.dearmanga.com/sports/whistle,0,1,0%,9
https://www.dearmanga.com/action/arm-of-kannon,0,1,0%,10
https://www.dearmanga.com/action/my-hero-academia-team-up-missions,0,1,0%,10
https://www.dearmanga.com/action/shaman-king-flowers,0,1,0%,10
https://www.dearmanga.com/action/ultimate-otaku-teacher,0,1,0%,10
https://www.dearmanga.com/fantasy/archdemons-dilemma,0,1,0%,10
https://www.dearmanga.com/fantasy/drug-and-drop,0,1,0%,10
https://www.dearmanga.com/fantasy/gekkou-jourei,0,1,0%,10
https://www.dearmanga.com/fantasy/maou-no-ore-ga,0,1,0%,10
https://www.dearmanga.com/fantasy/tsukimichi-moonlit-fantasy,0,1,0%,10
https://www.dearmanga.com/fantasy/uncle-from-another-world,0,1,0%,10
https://www.dearmanga.com/fantasy/xxxholic-rei,0,1,0%,10
https://www.dearmanga.com/fantasy/yona-of-the-dawn,0,1,0%,10
https://www.dearmanga.com/horror/hideout,0,1,0%,10
https://www.dearmanga.com/romance/boys-be,0,1,0%,10
https://www.dearmanga.com/romance/jajabako-groomin,0,1,0%,10
https://www.dearmanga.com/romance/last-game,0,1,0%,10
https://www.dearmanga.com/romance/meru-puri,0,1,0%,10
https://www.dearmanga.com/romance/we-never-learn,0,1,0%,10
https://www.dearmanga.com/sci-fi/clover-clamp,0,1,0%,10
https://www.dearmanga.com/slice-of-life/aho-girl,0,1,0%,10
https://www.dearmanga.com/sports/mix-meisei-story,0,1,0%,10
https://www.dearmanga.com/action/birdmen,0,1,0%,11
https://www.dearmanga.com/action/black-angels,0,1,0%,11
https://www.dearmanga.com/action/fist-of-the-north-star,0,1,0%,11
https://www.dearmanga.com/action/initial-d,0,1,0%,11
https://www.dearmanga.com/action/jujutsu-kaisen-0,0,1,0%,11
https://www.dearmanga.com/action/sgt-frog,0,1,0%,11
https://www.dearmanga.com/action/the-breaker,0,1,0%,11
https://www.dearmanga.com/fantasy/dead-mount-death-play,0,1,0%,11
https://www.dearmanga.com/fantasy/fate-stay-night,0,1,0%,11
https://www.dearmanga.com/fantasy/made-in-abyss,0,1,0%,11
https://www.dearmanga.com/fantasy/tearmoon-empire,0,1,0%,11
https://www.dearmanga.com/fantasy/the-remarried-empress,0,1,0%,11
https://www.dearmanga.com/historical/sengoku,0,1,0%,11
https://www.dearmanga.com/horror/kyofu-shinbun,0,1,0%,11
https://www.dearmanga.com/horror/life-is-money,0,1,0%,11
https://www.dearmanga.com/horror/prophecy,0,1,0%,11
https://www.dearmanga.com/romance/beauty-pop,0,1,0%,11
https://www.dearmanga.com/romance/clannad-manga,0,1,0%,11
https://www.dearmanga.com/romance/full-moon,0,1,0%,11
https://www.dearmanga.com/romance/gakuen-alice,0,1,0%,11
https://www.dearmanga.com/romance/given-manga,0,1,0%,11
https://www.dearmanga.com/romance/la-corda-doro,0,1,0%,11
https://www.dearmanga.com/romance/perfect-world,0,1,0%,11
https://www.dearmanga.com/romance/yamato-nadeshiko,0,1,0%,11
https://www.dearmanga.com/sci-fi/planetes,0,1,0%,11
https://www.dearmanga.com/slice-of-life/a-centaurs-life,0,1,0%,11
https://www.dearmanga.com/slice-of-life/asobi-asobase,0,1,0%,11
https://www.dearmanga.com/slice-of-life/bambino,0,1,0%,11
https://www.dearmanga.com/slice-of-life/gourmet-detective-akechi,0,1,0%,11
https://www.dearmanga.com/slice-of-life/minami-ke,0,1,0%,11
https://www.dearmanga.com/slice-of-life/my-boy,0,1,0%,11
https://www.dearmanga.com/slice-of-life/nasu,0,1,0%,11
https://www.dearmanga.com/slice-of-life/rumic-world,0,1,0%,11
https://www.dearmanga.com/slice-of-life/yokohama-shopping-log,0,1,0%,11
https://www.dearmanga.com/sports/aim-for-the-ace,0,1,0%,11
https://www.dearmanga.com/sports/haruka-17,0,1,0%,11
https://www.dearmanga.com/sports/harukana-receive,0,1,0%,11
https://www.dearmanga.com/fantasy/angel-sanctuary,0,1,0%,12
https://www.dearmanga.com/fantasy/faraway-paladin,0,1,0%,12
https://www.dearmanga.com/fantasy/sleepy-princess,0,1,0%,12
https://www.dearmanga.com/fantasy/worlds-finest-assassin-reincarnated,0,1,0%,12
https://www.dearmanga.com/horror/yamishibai-manga,0,1,0%,12
https://www.dearmanga.com/romance/challengers-bl,0,1,0%,12
https://www.dearmanga.com/romance/dengeki-daisy,0,1,0%,12
https://www.dearmanga.com/romance/from-far-away,0,1,0%,12
https://www.dearmanga.com/romance/high-school-debut,0,1,0%,12
https://www.dearmanga.com/romance/junjou-romantica,0,1,0%,12
https://www.dearmanga.com/romance/peach-girl,0,1,0%,12
https://www.dearmanga.com/romance/yakuza-lover,0,1,0%,12
https://www.dearmanga.com/sci-fi/akira-club,0,1,0%,12
https://www.dearmanga.com/sci-fi/outlanders,0,1,0%,12
https://www.dearmanga.com/sci-fi/to-your-eternity,0,1,0%,12
https://www.dearmanga.com/sports/yowamushi-pedal,0,1,0%,12
https://www.dearmanga.com/action/demon-slayer,0,1,0%,13
https://www.dearmanga.com/fantasy/most-heretical-last-boss-queen,0,1,0%,13
https://www.dearmanga.com/horror/murcielago,0,1,0%,13
https://www.dearmanga.com/sci-fi/ghost-in-the-shell,0,1,0%,13
https://www.dearmanga.com/action/kyo-kara-ore-wa,0,1,0%,14
https://www.dearmanga.com/slice-of-life/abandon-the-old-in-tokyo,0,1,0%,14
https://www.dearmanga.com/action/tegami-bachi,0,1,0%,15
https://www.dearmanga.com/fantasy/tokyo-babylon,0,1,0%,17
https://www.dearmanga.com/horror/panorama-of-hell,0,1,0%,17
https://www.dearmanga.com/romance/tenshi-ja-nai,0,1,0%,17
https://www.dearmanga.com/sci-fi/ooku,0,1,0%,17
https://www.dearmanga.com/action/one-punch-man,0,1,0%,18
https://www.dearmanga.com/romance/shinobi-life,0,1,0%,18
https://www.dearmanga.com/slice-of-life/squid-girl,0,1,0%,19
https://www.dearmanga.com/sci-fi/no-guns-life,0,1,0%,20
https://www.dearmanga.com/slice-of-life/kamikaze-girls,0,1,0%,20
https://www.dearmanga.com/romance/the-wallflower,0,1,0%,21
https://www.dearmanga.com/slice-of-life/guardians-of-the-louvre,0,1,0%,21
https://www.dearmanga.com/slice-of-life/ms-koizumi-loves-ramen,0,1,0%,25
https://www.dearmanga.com/sci-fi/future-diary,0,1,0%,27
https://www.dearmanga.com/fantasy/magic-knight-rayearth-2,0,1,0%,28
https://www.dearmanga.com/fantasy/tsubasa-reservoir-chronicle,0,1,0%,29
https://www.dearmanga.com/horror/my-home-hero,0,1,0%,34
https://www.dearmanga.com/romance/vampire-doll,0,1,0%,35
https://www.dearmanga.com/action/good-luck-girl,0,1,0%,37
https://www.dearmanga.com/horror/beautiful-bones-sakurako,0,1,0%,37
https://www.dearmanga.com/horror/model-manhwa,0,1,0%,37
https://www.dearmanga.com/sci-fi/kokkoku,0,1,0%,37
https://www.dearmanga.com/romance/goong,0,1,0%,38
https://www.dearmanga.com/horror/lovesickness,0,1,0%,39
https://www.dearmanga.com/fantasy/legendz,0,1,0%,40
https://www.dearmanga.com/horror/shutendoji,0,1,0%,40
https://www.dearmanga.com/action/lone-wolf-and-cub,0,1,0%,41
https://www.dearmanga.com/slice-of-life/bunny-drop,0,1,0%,41
https://www.dearmanga.com/fantasy/merchant-meets-wise-wolf,0,1,0%,42
https://www.dearmanga.com/fantasy/shoulder-a-coffin-kuro,0,1,0%,42
https://www.dearmanga.com/action/assassination-classroom,0,1,0%,44
https://www.dearmanga.com/slice-of-life/marimite,0,1,0%,44
https://www.dearmanga.com/fantasy/a-returners-magic,0,1,0%,47
https://www.dearmanga.com/horror/the-summit-of-the-gods,0,1,0%,47
https://www.dearmanga.com/romance/taisho-otome-fairy-tale,0,1,0%,47
https://www.dearmanga.com/horror/blood-plus-manga,0,1,0%,48
https://www.dearmanga.com/horror/death-note,0,1,0%,48
https://www.dearmanga.com/romance/rent-a-girlfriend,0,1,0%,48
https://www.dearmanga.com/romance/why-the-hell-are-you-here-teacher,0,1,0%,48
https://www.dearmanga.com/fantasy/tales-of-the-abyss,0,1,0%,49
https://www.dearmanga.com/romance/love-in-focus,0,1,0%,49
https://www.dearmanga.com/fantasy/bloody-cross,0,1,0%,50
https://www.dearmanga.com/fantasy/chivalry-failed-knight,0,1,0%,50
https://www.dearmanga.com/fantasy/miyuki-chan-wonderland,0,1,0%,50
https://www.dearmanga.com/romance/iris-zero,0,1,0%,50
https://www.dearmanga.com/sci-fi/gundam-wing,0,1,0%,50
https://www.dearmanga.com/fantasy/otome-game-sekai,0,1,0%,53
https://www.dearmanga.com/slice-of-life/piano-no-mori,0,1,0%,53
https://www.dearmanga.com/fantasy/my-isekai-life,0,1,0%,55
https://www.dearmanga.com/action/crying-freeman,0,1,0%,56
https://www.dearmanga.com/fantasy/re-zero,0,1,0%,57
https://www.dearmanga.com/fantasy/little-witch-academia,0,1,0%,58
https://www.dearmanga.com/fantasy/skeleton-knight,0,1,0%,58
https://www.dearmanga.com/horror/don-dracula,0,1,0%,58
https://www.dearmanga.com/horror/sensor-junji-ito,0,1,0%,58
https://www.dearmanga.com/romance/chunibyo,0,1,0%,58
https://www.dearmanga.com/romance/love-com,0,1,0%,58
https://www.dearmanga.com/slice-of-life/the-walking-man,0,1,0%,59
https://www.dearmanga.com/slice-of-life/tokujou-kabachi,0,1,0%,59
https://www.dearmanga.com/action/jungle-emperor-leo,0,1,0%,60
https://www.dearmanga.com/horror/me-devil-blues,0,1,0%,61
https://www.dearmanga.com/slice-of-life/edomae-elf,0,1,0%,61
https://www.dearmanga.com/horror/black-bird,0,1,0%,62
https://www.dearmanga.com/horror/danganronpa,0,1,0%,63
https://www.dearmanga.com/fantasy/dragon-goes-house-hunting,0,1,0%,64
https://www.dearmanga.com/action/cobra,0,1,0%,66
https://www.dearmanga.com/horror/alice-in-borderland,0,1,0%,66
https://www.dearmanga.com/fantasy/kuma-kuma-kuma-bear,0,1,0%,67
https://www.dearmanga.com/slice-of-life/tsurezure-children,0,1,0%,67
https://www.dearmanga.com/action/apocalypse-zero,0,1,0%,68
https://www.dearmanga.com/action/soul-eater-not,0,1,0%,69
https://www.dearmanga.com/fantasy/dragon-knights,0,1,0%,69
https://www.dearmanga.com/romance/honey-so-sweet,0,1,0%,69
https://www.dearmanga.com/slice-of-life/princess-jellyfish,0,1,0%,69
https://www.dearmanga.com/historical/kamui-gaiden,0,1,0%,71
https://www.dearmanga.com/sports/hinomaru-sumo,0,1,0%,72